Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;Vel Viento;Dir Viento;Temperatura;HR;Presion Baro;Rad Solar;Precipitacion;BC 
1/01/2024 1:00;107;86;9,8;11,8;21,5;1,9;1,06;8,7;1,3;326;0;77,8;564;0;0;5,1
1/01/2024 2:00;57;48;4,3;7,1;11,4;1,6;0,81;11;0,6;326;0;76,1;564;0;0;3,7
1/01/2024 3:00;67;49;9,6;10,2;19,8;1,2;1,03;5;0,4;325;0;74,9;564;0;0;6,8
1/01/2024 4:00;47;35;6,5;9,2;15,7;1,6;0,88;5;0,4;112;0;75,7;564;0;0;4,2
1/01/2024 5:00;40;35;4,5;7;11,4;1,6;0,77;7,7;0,8;121;0;73;564;0;0;4,4
1/01/2024 6:00;44;26;7,8;9,9;17,6;2,7;0,81;5,6;0,4;115;0;73,1;564;0;0;3,5
1/01/2024 7:00;67;38;40,7;12;52,7;2,3;1,34;3,9;0,5;117;0;79,9;564;18;0;7,3
1/01/2024 8:00;42;25;15,9;6,8;22,7;3,2;0,79;8,6;1;106;0;68,6;565;169;0;3,1
1/01/2024 9:00;14;12;4,6;0,9;5,4;1;0,57;16,8;0,6;121;0;49,2;565;366;0;1,1
1/01/2024 10:00;20;17;5;2;7,1;0,9;0,59;23,4;0,6;25;0;43,8;565;313;0;1,1
1/01/2024 11:00;16;8;3,3;0,5;3,7;0,8;0,58;25,8;0,9;125;0;43,1;565;346;0;1,1
1/01/2024 12:00;12;10;4,2;0,8;5;0,5;0,6;25,7;0,1;107;0;40,5;564;404;0;1,1
1/01/2024 13:00;28;14;4,6;3;7,6;0,7;0,67;33,9;1,1;221;0;40,7;564;675;0;1,5
1/01/2024 14:00;44;24;3,8;5,2;9,1;1,4;0,76;52,1;2,5;237;0;44,1;563;623;0;2,2
1/01/2024 15:00;48;33;5,6;6,6;12,2;2,3;0,87;47,4;3,4;235;0;49;563;393;0;2,3
1/01/2024 16:00;39;28;5,9;4,1;10;2,3;0,82;31,2;4;225;0;55,1;562;276;0;1,9
1/01/2024 17:00;42;32;6,4;5,8;12,2;2,4;0,9;25,8;3,1;252;0;62,1;562;149;0;2,2
1/01/2024 18:00;50;29;7,1;9;16,1;2;1,02;20,7;2,5;255;0;67,9;563;17;0;2,3
1/01/2024 19:00;50;29;8,1;11,3;19,4;2,3;1,05;15,5;2,1;261;0;73,3;563;0;0;2,5
1/01/2024 20:00;61;31;12,8;14,5;27,4;2,2;1,18;11,2;1,2;297;0;75,3;564;0;0;2,9
1/01/2024 21:00;60;29;15;20,5;35,6;2,2;1,31;5,2;0,8;298;0;77,1;564;0;0;5,2
1/01/2024 22:00;77;40;33,4;20;53,4;2,6;1,55;3,7;0,4;291;0;75,8;565;0;0;5,6
1/01/2024 23:00;75;38;30,8;18,7;49,5;2,5;1,46;3,4;0,4;291;0;77,3;565;0;0;6,1
2/01/2024 0:00;33;19;7,9;9,6;17,6;1,3;0,77;4,1;0,6;115;0;75;564;0;0;2,6
2/01/2024 1:00;29;14;8,5;8,8;17,3;1,3;0,72;3,4;0,5;135;0;72,7;564;0;0;2
2/01/2024 2:00;26;19;5,6;7,9;13,5;1,5;0,61;3,8;0,7;136;0;73,5;563;0;0;1,8
2/01/2024 3:00;23;14;6,1;7,5;13,6;1,5;0,58;3,3;0,6;119;0;73,5;563;0;0;1,8
2/01/2024 4:00;24;14;7,6;7,3;14,9;1,2;0,56;2,7;0,7;130;0;73,4;563;0;0;1,8
2/01/2024 5:00;21;10;9,6;7,3;16,9;1,1;0,57;3;1;122;0;72,3;563;0;0;1,9
2/01/2024 6:00;25;10;24;8,7;32,8;1,9;0,72;2,6;0,7;109;0;72,1;564;0;0;2,9
2/01/2024 7:00;32;14;29,8;9,9;39,7;2,4;0,91;2,9;0,6;140;0;75,2;564;23;0;3,7
2/01/2024 8:00;27;19;19,6;7,6;27,2;1,9;0,84;6,6;1,2;125;0;66,6;564;161;0;3,6
2/01/2024 9:00;37;24;15;6,7;21,7;1,2;0,85;14,6;0,5;3;0;53,6;565;301;0;3
2/01/2024 10:00;25;18;10,1;8;18,1;1,1;0,8;21,5;0,4;162;0;46;565;515;0;2,9
2/01/2024 11:00;16;14;6,5;3,3;9,7;1,3;0,63;22,9;1,4;193;0;39,6;564;646;0;1,9
2/01/2024 12:00;17;11;4,8;2;6,7;1,5;0,58;26,9;1,2;203;0;34,5;564;593;0;1,2
2/01/2024 13:00;46;22;6,5;7,4;13,9;1,6;0,78;39,2;2,5;237;0;39,1;563;606;0;3,5
2/01/2024 14:00;60;32;6,8;10,7;17,5;2,3;0,89;51,2;3,3;237;0;46,5;563;443;0;4,2
2/01/2024 15:00;69;31;7,7;11,6;19,3;2,7;0,95;47,5;3,5;231;0;50,5;562;370;0;4,5
2/01/2024 16:00;57;33;8,7;9,2;17,9;2,4;0,93;34,8;3,4;243;0;56,2;562;241;0;3,6
2/01/2024 17:00;52;27;8,3;10,9;19,3;2,3;0,98;28,4;3,1;254;0;64,9;562;100;0;4,9
2/01/2024 18:00;60;27;10,9;15,7;26,6;2,5;1,12;22,7;2,4;251;0;68,2;563;15;0;5,3
2/01/2024 19:00;70;34;15,9;23,2;39,1;2;1,49;12,7;1,4;272;0;73;563;0;0;6,8
2/01/2024 20:00;66;32;21,2;27,8;49;2,8;1,46;6,8;1,3;262;0;74,5;563;0;0;7,7
2/01/2024 21:00;66;34;15,9;25,6;41,5;3,3;1,26;9,2;1,6;242;0;74,5;564;0;0;6,1
2/01/2024 22:00;57;30;10,7;23;33,7;4;1,05;11,9;0,6;248;0;74,5;564;0;0;4,3
2/01/2024 23:00;61;31;12,5;24,3;36,8;3,8;1,13;11;1,2;264;0;72,7;564;0;0;6,4
3/01/2024 0:00;63;25;13,5;22,3;35,8;2,5;1,07;8,3;1;276;0;71,9;564;0;0;6,2
3/01/2024 1:00;76;44;26,2;23,8;49,9;6,2;1,17;3,4;0,5;246;0;76,9;564;0;0;8,2
3/01/2024 2:00;67;28;15,5;15,1;30,5;2,4;0,81;2,6;0,5;152;0;72,6;564;0;0;4,5
3/01/2024 3:00;51;28;8,7;13,9;22,7;1,9;0,76;3;0,4;134;0;71,5;563;0;0;4,4
3/01/2024 4:00;57;26;7,2;13,9;21,1;1,6;0,75;3,6;0,6;131;0;70,7;563;0;0;4,3
3/01/2024 5:00;39;21;8,1;13;21,1;1,5;0,72;4,2;0,7;139;0;72,5;563;0;0;3,7
3/01/2024 6:00;41;26;17,5;15,4;32,9;2,7;0,84;3,2;0,7;149;0;71,1;564;0;0;5,6
3/01/2024 7:00;42;21;30,4;14,9;45,3;3,8;1,06;3,4;0,6;132;0;72,8;564;21;0;5,3
3/01/2024 8:00;60;25;33,9;15,8;49,7;5,7;1,18;6;0,6;171;0;65,4;565;119;0;6,5
3/01/2024 9:00;98;43;53,7;34,2;87,9;5,4;1,92;11,5;1,2;254;0;54,5;565;314;0;12,3
3/01/2024 10:00;101;49;46,3;46,1;92,4;5;1,71;19,1;1,1;326;0;51;565;403;0;15,4
3/01/2024 11:00;53;28;19,9;25,7;45,7;3,1;1,04;28;0,3;330;0;44,2;564;341;0;7,5
3/01/2024 12:00;53;32;14,4;21,9;36,3;2,2;1,01;37,7;0,5;237;0;38,6;564;711;0;6,3
3/01/2024 13:00;67;33;9,2;16,6;25,7;2;0,96;45;2,8;241;0;44,8;563;416;0;5,7
3/01/2024 14:00;69;32;7;12,9;19,9;2,6;0,9;57;4;239;0;48,8;563;536;0;5
3/01/2024 15:00;73;30;7,8;12,8;20,6;2,5;0,94;51;4;241;0;53,4;562;346;0;5,1
3/01/2024 16:00;46;31;8,5;10,9;19,4;2,1;0,91;40,4;4;234;0;56,7;562;358;0;4,9
3/01/2024 17:00;49;23;9,7;12;21,7;2,7;0,96;32,8;3,3;243;0;57,3;563;163;0;5,7
3/01/2024 18:00;41;26;9,8;15,3;25,2;2,5;1,08;28,2;2,6;250;0;61,8;563;27;0;4,4
3/01/2024 19:00;47;23;12;20,3;32,3;4,2;1,26;20,4;2,4;242;0;67,3;563;0;0;4,7
3/01/2024 20:00;42;23;12,2;19,2;31,5;2,6;1,16;15;1,7;245;0;68,6;564;0;0;5,2
3/01/2024 21:00;35;16;14,1;16,5;30,6;1,7;1,06;11,4;1;256;0;63,7;564;0;0;4
3/01/2024 22:00;25;14;12;16,5;28,5;1,2;0,98;10,1;1,1;249;0;55,8;564;0;0;3,5
3/01/2024 23:00;28;15;12,1;16,6;28,7;2,2;0,91;9,2;0,7;253;0;56,3;564;0;0;3,3
4/01/2024 0:00;50;23;17;17,3;34,4;1,8;0,91;3,8;0,5;240;0;64,8;564;0;0;5,3
4/01/2024 1:00;75;53;11,8;15;26,7;1,5;0,73;5;0,3;161;0;69,6;564;0;0;7,4
4/01/2024 2:00;44;19;11,6;13,1;24,7;1,1;0,67;3,6;0,7;132;0;70,6;564;0;0;3,6
4/01/2024 3:00;22;6;6;10,4;16,4;1;0,55;5;1,3;125;0;69,8;564;0;0;2,4
4/01/2024 4:00;23;4;4,7;8,7;13,4;1;0,54;7,1;1;126;0;69,3;563;0;0;1,9
4/01/2024 5:00;24;7;10,4;13,4;23,8;1,2;0,62;3,4;0,9;139;0;70,9;564;0;0;3
4/01/2024 6:00;24;12;17,7;14,5;32,2;1,2;0,73;2,8;0,6;153;0;71,5;564;0;0;4,3
4/01/2024 7:00;28;17;19,9;13,5;33,4;1,2;0,84;4,6;0,7;121;0;71,7;564;21;0;4,1
4/01/2024 8:00;51;20;45,6;20,6;66,2;2,8;1,43;7,5;0,2;63;0;57,7;565;156;0;7,5
4/01/2024 9:00;106;52;75,2;44;119,2;6,4;2,14;11,6;0,9;318;0;51,7;565;325;0;16,4
4/01/2024 10:00;81;41;45,4;43,3;88,7;5,3;1,57;19,9;1;296;0;44,7;565;498;0;13,3
4/01/2024 11:00;52;22;24,2;27,9;52,1;4,6;1,1;29,3;1;318;0;38,2;565;635;0;9,7
4/01/2024 12:00;43;21;12,1;19,4;31,5;3,4;0,92;41,4;1;275;0;33,7;564;648;0;6,6
4/01/2024 13:00;68;27;8,1;14,1;22,2;3,2;0,84;51,9;3,5;239;0;39,2;564;677;0;4,9
4/01/2024 14:00;71;29;7,4;11,6;19;3,1;0,8;55,3;4;234;0;43,9;563;574;0;4,5
4/01/2024 15:00;61;26;7,4;11,9;19,2;2,3;0,87;53,5;3,9;239;0;47,6;563;453;0;6,5
4/01/2024 16:00;56;27;8;13,5;21,4;2,2;0,93;49;3,2;233;0;52,2;563;309;0;6,5
4/01/2024 17:00;56;23;10,2;14,6;24,8;2,5;0,98;44;3,3;239;0;54;563;178;0;6
4/01/2024 18:00;55;20;9,8;18,7;28,5;2,6;1,16;32,9;2,5;248;0;59,9;563;29;0;4,6
4/01/2024 19:00;63;33;11;22,1;33,2;4;1,3;23;2;249;0;69;564;0;0;6
4/01/2024 20:00;63;31;11,3;26,5;37,8;3,7;1,27;15,9;1;250;0;73,5;564;0;0;6,6
4/01/2024 21:00;83;44;10,7;36,6;47,4;2,5;1,31;7,1;0,4;199;0;74,2;564;0;0;11,6
4/01/2024 22:00;76;46;7,4;31,7;39,1;2;1,3;6,5;0,4;160;0;74,7;565;0;0;8
4/01/2024 23:00;75;39;9,7;27,2;36,9;1,5;1,15;6;0,4;160;0;75,5;565;0;0;6,4
5/01/2024 0:00;65;33;8,9;21,8;30,7;1,4;0,93;6,7;0,6;174;0;71,9;565;0;0;6,2
5/01/2024 1:00;63;26;11,6;22,2;33,8;1,4;0,85;4,5;0,7;135;0;71;564;0;0;5,6
5/01/2024 2:00;37;28;4,1;13,6;17,7;1,5;0,68;9,7;0,5;157;0;69,1;564;0;0;3,1
5/01/2024 3:00;27;23;4;11,8;15,8;1,2;0,63;10,2;0,6;112;0;69,5;563;0;0;3
5/01/2024 4:00;35;8;4,1;11,2;15,4;1;0,62;8,6;0,5;137;0;71,8;563;0;0;2,6
5/01/2024 5:00;23;13;6,4;12,7;19;0,4;0,62;6;0,7;131;0;73,3;564;0;0;3
5/01/2024 6:00;33;15;11,2;14,3;25,5;1;0,73;4,1;0,7;137;0;73,5;564;0;0;3,6
5/01/2024 7:00;32;21;16,2;15,2;31,4;1,2;0,88;4,3;0,7;128;0;72,1;564;16;0;3,8
5/01/2024 8:00;60;26;32,5;17,4;49,9;2,7;1,1;7,5;0,9;129;0;62,1;565;149;0;6,3
5/01/2024 9:00;44;20;18,2;15,8;33,9;2,8;0,95;16,7;0,5;100;0;53,6;565;336;0;5,8
5/01/2024 10:00;50;34;19,7;23,2;42,9;2,6;1,19;26,4;1,1;342;0;46,1;565;467;0;7,8
5/01/2024 11:00;60;32;15,5;22,9;38,3;2,2;1,04;35,7;1,7;260;0;40,3;564;517;0;6,5
5/01/2024 12:00;53;21;8,1;10,6;18,8;2;0,77;44,9;2,2;239;0;37;564;699;0;4,7
5/01/2024 13:00;44;22;6,8;10,4;17,2;2,3;0,76;49;3,2;243;0;38,5;563;674;0;4,2
5/01/2024 14:00;45;23;6,5;8,3;14,8;2,1;0,76;48,4;3,6;241;0;43,7;563;524;0;3,7
5/01/2024 15:00;53;20;8,9;10,4;19,4;2,2;0,86;41,9;4;235;0;48,5;562;466;0;4,2
5/01/2024 16:00;55;21;11,7;10,4;22,1;2,4;0,91;36,3;3,8;246;0;53,5;562;322;0;4,3
5/01/2024 17:00;55;24;10,8;11,6;22,3;2,7;0,98;32;3,1;234;0;56,7;563;155;0;4,8
5/01/2024 18:00;54;22;10,7;15,5;26,2;2,5;1,15;23,5;2,5;241;0;63,3;563;32;0;5,7
5/01/2024 19:00;45;23;4,7;11,2;15,9;2,8;0,9;25,6;1,6;184;0;64,4;563;0;0;3,4
5/01/2024 20:00;30;17;2,6;5,8;8,4;1,2;0,77;28,8;1;139;0;64,3;564;0;0;2,1
5/01/2024 21:00;38;24;4,7;12;16,7;1,3;1;21;0,6;183;0;67,9;564;0;0;3,6
5/01/2024 22:00;39;27;3,1;8,2;11,3;1,2;0,89;24,1;0,8;124;0;65,2;565;0;0;2,3
5/01/2024 23:00;24;21;3,6;9,2;12,8;0,8;0,78;19,3;1,3;127;0;64,6;565;0;0;2,5
6/01/2024 0:00;38;18;3,8;11,2;15;0,9;0,7;16,7;1,4;117;0;67,8;564;0;0;2,6
6/01/2024 1:00;29;26;2,8;7,3;10,1;2,3;0,62;19,6;1,5;124;0;61;564;0;0;1,6
6/01/2024 2:00;18;18;2,8;7;9,9;2;0,59;18,7;1,3;126;0;61,6;564;0;0;1,7
6/01/2024 3:00;29;17;3,1;9,7;12,8;1,5;0,59;14,4;0,8;131;0;64,7;563;0;0;2,3
6/01/2024 4:00;25;19;3,8;11,7;15,5;1,4;0,61;11,3;0,7;134;0;68,6;563;0;0;2,9
6/01/2024 5:00;35;23;8,7;17,7;26,4;2,2;0,7;5,1;0,5;121;0;70,2;563;0;0;3,6
6/01/2024 6:00;31;14;11,1;18;29,1;1,8;0,74;3,9;0,5;149;0;64,4;564;0;0;3,5
6/01/2024 7:00;34;18;19,2;17,7;36,9;2;0,9;4,6;0,6;150;0;58,8;564;20;0;4,1
6/01/2024 8:00;49;23;31,7;18,9;50,6;4;1,22;9,2;0,4;135;0;49,2;565;155;0;6,2
6/01/2024 9:00;56;32;38,8;29,6;68,3;2,7;1,53;17,4;1,4;20;0;47,4;564;350;0;9,5
6/01/2024 10:00;31;26;13,8;13,3;27,1;1,7;0,8;28;1;57;0;28,9;564;535;0;4,5
6/01/2024 11:00;17;4;5,4;4;9,4;0,9;0,63;27,6;2;110;0;22,3;564;683;0;1,1
6/01/2024 12:00;9;5;4,7;1,7;6,4;1;0,58;27,1;2,5;102;0;21,5;563;756;0;0,6
6/01/2024 13:00;20;11;6,2;3;9,2;0,9;0,65;26,7;2,5;94;0;19,8;563;764;0;0,9
6/01/2024 14:00;13;12;3,8;1,1;5;1,3;0,61;0;2,4;117;0;21,5;562;706;0;0,8
6/01/2024 15:00;21;6;5,4;2,5;7,8;1,4;0,65;0;2,8;102;0;23,1;562;551;0;1
6/01/2024 16:00;14;6;5,7;2;7,8;1,3;0,67;0;2,7;107;0;22,8;562;377;0;0,8
6/01/2024 17:00;23;4;6,2;2,8;9;1;0,67;0;2,4;103;0;21,3;562;196;0;1
6/01/2024 18:00;21;5;3,4;3,1;6,5;1,3;0,64;21,6;1,7;133;0;24,1;562;35;0;0,8
6/01/2024 19:00;20;10;3,2;7,7;10,9;2;0,75;18;1;162;0;39,3;563;0;0;1,4
6/01/2024 20:00;30;11;3,9;8,6;12,5;3,2;0,77;15,9;1;151;0;43,5;563;0;0;2,1
6/01/2024 21:00;16;12;5,3;12,7;18,1;1,7;0,88;12,4;1,2;125;0;46,4;563;0;0;1,8
6/01/2024 22:00;25;9;7,7;15,2;22,9;1,6;0,85;9,5;1,2;120;0;46,2;564;0;0;2
6/01/2024 23:00;28;17;7;13;20,1;1,5;0,77;12,1;1,4;110;0;51;564;0;0;2,2
7/01/2024 0:00;29;13;5,3;13,6;18,9;1,2;0,69;11,6;1,1;120;0;53,8;564;0;0;2,4
7/01/2024 1:00;27;7;4;10,3;14,2;1,1;0,63;12;1,3;122;0;55,3;564;0;0;1,4
7/01/2024 2:00;23;9;3,5;9,3;12,8;1,7;0,63;11,4;0,8;119;0;55,8;563;0;0;1,4
7/01/2024 3:00;24;12;3,8;9,3;13,1;2,6;0,61;8,2;0,9;116;0;55,6;563;0;0;1,8
7/01/2024 4:00;13;8;2,5;3,8;6,3;1,3;0,5;15,7;1,8;118;0;49,2;563;0;0;1,1
7/01/2024 5:00;15;5;3,3;3,8;7,1;1,1;0,52;16,7;1,4;98;0;46,5;563;0;0;0,6
7/01/2024 6:00;22;6;8,8;11,2;19,9;1,3;0,73;8,8;0,9;143;0;50,1;564;0;0;1,3
7/01/2024 7:00;21;15;10,8;11;21,8;1,2;0,73;7;0,6;146;0;53,9;564;19;0;1,7
7/01/2024 8:00;28;17;20;11,9;31,9;2,2;0,89;9,9;0,7;145;0;46,1;565;165;0;2,9
7/01/2024 9:00;12;12;13;7;20,1;1,6;0,73;17,4;0,8;122;0;38,8;565;359;0;2,1
7/01/2024 10:00;12;7;5,3;0,6;5,9;1;0,59;18,6;2,2;102;0;36,9;564;535;0;0,8
7/01/2024 11:00;10;9;3,9;0;4;0,9;0,6;19,2;2,5;108;0;36,8;564;670;0;0,8
7/01/2024 12:00;10;3;3,9;0;3,5;0,9;0,62;19,4;2,9;105;0;37;564;741;0;0,6
7/01/2024 13:00;14;4;4,9;0;4,8;1,2;0,65;19,3;3,1;98;0;37,7;563;742;0;0,9
7/01/2024 14:00;11;8;4,7;0,2;4,9;1,1;0,66;20,2;2,7;100;0;37,5;563;683;0;0,8
7/01/2024 15:00;11;9;4,4;0;4,4;1,3;0,67;20,9;2,8;102;0;37,1;562;523;0;0,7
7/01/2024 16:00;0;22;4,1;0,2;4,3;1,2;0,69;0;2,5;112;0;37,9;562;387;0;0,8
7/01/2024 17:00;21;14;4,7;0,9;5,6;1,4;0,7;0;2,2;110;0;38;562;193;0;0,9
7/01/2024 18:00;15;8;4,2;2,3;6,5;1,4;0,73;0;1,7;117;0;40,5;562;35;0;0,9
7/01/2024 19:00;17;7;6,1;4,9;10,9;1,3;0,77;17,8;2,7;97;0;50,4;563;0;0;1
7/01/2024 20:00;20;15;3,5;5,8;9,4;1,3;0,8;16,2;1,2;124;0;58,7;563;0;0;1,3
7/01/2024 21:00;20;16;3,6;7;10,6;1,4;0,78;14,1;0,8;147;0;65,9;563;0;0;1,6
7/01/2024 22:00;25;15;3,2;4,9;8,1;1,2;0,71;15,3;0,9;140;0;68,2;564;0;0;1,4
7/01/2024 23:00;22;13;4,8;6,8;11,6;1,4;0,75;15,1;0,6;144;0;69,2;564;0;0;1,9
8/01/2024 0:00;22;10;4,3;5,9;10,2;1,4;0,72;15,1;0,1;137;0;68,7;563;0;0;1,3
8/01/2024 1:00;21;15;4,9;7;11,9;1,4;0,75;9,7;0,7;218;0;70,3;563;0;0;1,3
8/01/2024 2:00;16;10;4,2;7,9;12,1;1,5;0,67;6;0,4;196;0;73;563;0;0;1,4
8/01/2024 3:00;21;11;3,8;6,4;10,2;1,6;0,63;0;0,5;137;0;74,3;562;0;0;1,3
8/01/2024 4:00;15;12;4,1;6,1;10,2;1,7;0,61;0;0,9;120;0;72,7;562;0;0;1,4
8/01/2024 5:00;16;12;4,5;5,5;10;1,5;0,57;6,2;0,7;164;0;69,7;562;0;0;1
8/01/2024 6:00;20;10;8,3;8,1;16,4;2,1;0,69;4;0,5;94;0;69,7;563;0;0;1,7
8/01/2024 7:00;26;12;15,9;8,6;24,6;3,3;0,78;3,7;0,6;89;0;73,6;563;21;0;2,4
8/01/2024 8:00;28;11;11,6;5,1;16,6;2,9;0,71;11,1;1,5;107;0;61,3;564;164;0;2,2
8/01/2024 9:00;27;10;4,3;0,7;5;1,7;0,59;19,5;1,4;141;0;48,6;564;355;0;1,2
8/01/2024 10:00;17;10;4,1;0,2;4,2;1,6;0,6;21,6;1,5;115;0;40,6;564;553;0;0,8
8/01/2024 11:00;14;13;3,8;0,4;4,2;1,2;0,63;23,6;1,7;109;0;37,5;564;684;0;0,9
8/01/2024 12:00;19;13;4,3;0,2;4,6;1,1;0,64;23,9;2,3;98;0;33;563;746;0;0,7
8/01/2024 13:00;16;7;4,5;0;4,4;1,3;0,6;23,5;1,7;126;0;28,7;563;751;0;0,6
8/01/2024 14:00;17;5;3,1;0;2,8;1,5;0,62;0;1,8;122;0;27,3;562;686;0;0,6
8/01/2024 15:00;11;7;3,6;0;3,2;1,6;0,61;0;1,7;135;0;27,6;561;563;0;0,6
8/01/2024 16:00;31;15;5,6;1,8;7,4;2,3;0,76;0;2,7;218;0;37,8;561;350;0;1,4
8/01/2024 17:00;36;14;6,8;3,8;10,7;2,4;0,8;0;2,6;229;0;39;561;212;0;1,7
8/01/2024 18:00;36;16;10,3;8,3;18,7;3;1,1;0;2,6;274;0;57,1;562;39;0;2,8
8/01/2024 19:00;57;25;19,2;18,5;37,7;4,6;1,49;0;1,5;330;0;66,4;562;0;0;4
8/01/2024 20:00;48;28;16,4;20,7;37,1;3,2;1,4;7,5;0,9;323;0;69,3;563;0;0;4,7
8/01/2024 21:00;48;19;4,4;9,4;13,8;3,2;0,84;14,2;0,9;122;0;60,7;563;0;0;2,7
8/01/2024 22:00;37;23;5;12,5;17,5;4,7;0,9;9,2;1;136;0;66,6;564;0;0;2,5
8/01/2024 23:00;26;15;5,6;10,5;16,1;5,5;0,8;7,4;1;130;0;64,4;564;0;0;2,2
9/01/2024 0:00;20;12;3,7;7,7;11,4;4,5;0,67;9,5;1,1;142;0;66,3;564;0;0;1,8
9/01/2024 1:00;23;10;3,4;6,5;9,9;3,5;0,61;11,1;1,3;127;0;67,5;564;0;0;1,6
9/01/2024 2:00;27;9;3;6;9;2,7;0,59;12,9;1,1;117;0;66,7;563;0;0;1,9
9/01/2024 3:00;27;14;7,3;7,8;15,1;4,8;0,62;8,2;0,6;162;0;64,4;563;0;0;2,4
9/01/2024 4:00;17;13;8;8,4;16,4;2,8;0,61;4,8;0,4;125;0;65,1;563;0;0;2,8
9/01/2024 5:00;29;12;11,7;9,2;20,9;2;0,63;3;0,6;139;0;66;563;0;0;3
9/01/2024 6:00;34;15;40,4;12;52,4;2,6;0,91;2,5;0,4;120;0;68,1;563;0;0;5,7
9/01/2024 7:00;34;22;39,1;12,2;51,3;2,5;1,07;3;0,5;127;0;70,9;564;18;0;5,5
9/01/2024 8:00;34;19;49,3;16,6;65,9;5,8;1,41;6,2;0,6;176;0;59;564;151;0;7
9/01/2024 9:00;142;61;95,8;53,7;149,6;12,7;2,58;11,5;0,7;257;0;52,2;565;319;0;22,1
9/01/2024 10:00;142;56;52,6;52;104,6;7,3;1,87;20,8;1,1;345;0;42,9;564;491;0;16,2
9/01/2024 11:00;106;33;24,1;34,5;58,6;4,6;1,32;31,2;0,4;140;0;37,1;564;620;0;11,6
9/01/2024 12:00;70;6;5,8;3,6;9,5;1,7;0,66;20;2,3;121;0;33,7;563;650;0;2,3
9/01/2024 13:00;20;5;6,1;1,8;7,9;1,5;0,69;19,9;2,1;105;0;31,1;563;770;0;1,3
9/01/2024 14:00;19;3;7,3;2,1;9,4;1,6;0,73;0;3;79;0;31,3;562;762;0;1,7
9/01/2024 15:00;13;2;6,6;2,1;8,7;1,6;0,71;0;2,6;93;0;30;562;672;0;1,4
9/01/2024 16:00;13;5;9,6;3,2;12,8;1,6;0,76;0;2,4;76;0;30,9;562;292;0;1,4
9/01/2024 17:00;13;8;11,6;5,3;16,9;1,7;0,88;0;2,7;83;0;35,1;562;223;0;2,7
9/01/2024 18:00;15;12;9,4;5,3;14,7;1,6;0,92;16,1;2,4;98;0;36,2;562;55;0;2,3
9/01/2024 19:00;21;12;4,4;6,9;11,3;1,5;0,86;17,2;1,3;133;0;47,8;563;0;0;1,7
9/01/2024 20:00;21;13;5,1;11,6;16,7;3,2;1,01;13;0,9;164;0;54,8;564;0;0;2,9
9/01/2024 21:00;40;20;10,8;18,3;29,1;4,5;1,03;5,5;1,3;144;0;57,6;564;0;0;4,3
9/01/2024 22:00;34;16;9,1;13,7;22,8;2,2;0,89;5,6;1;157;0;59,7;564;0;0;3,4
9/01/2024 23:00;30;13;11,2;11,4;22,5;2,6;0,82;3;1;137;0;62;564;0;0;2,8
10/01/2024 0:00;30;10;7,9;8,5;16,4;1,5;0,7;3,9;1,3;147;0;63;564;0;0;2,1
10/01/2024 1:00;42;32;10,8;9,3;20;1,6;0,69;3,2;0,7;137;0;64;564;0;0;3,7
10/01/2024 2:00;44;20;7,6;7,8;15,4;1,7;0,64;3,5;0,7;136;0;66,1;564;0;0;3,1
10/01/2024 3:00;19;11;10;8;18;1,7;0,65;2,6;0,7;160;0;67;564;0;0;2,4
10/01/2024 4:00;19;9;12,8;8,4;21,2;1,9;0,65;2,4;0,6;145;0;69,1;564;0;0;2,8
10/01/2024 5:00;28;9;24,6;9,1;33,7;2,1;0,74;2,4;0,6;144;0;70,5;564;0;0;4,3
10/01/2024 6:00;32;23;67,8;13,5;81,3;3,6;1,38;2,9;0,4;153;0;72,5;564;0;0;10,2
10/01/2024 7:00;50;20;62,4;13,1;75,5;3,2;1,25;3,1;0,6;154;0;72,8;565;17;0;10,5
10/01/2024 8:00;50;14;42,5;14,2;56,8;5;1,34;5,3;0,5;208;0;58,5;565;156;0;6,7
10/01/2024 9:00;81;38;0;0;0;0;0;0;1;356;0;45,8;565;335;0;20,2
10/01/2024 10:00;81;21;0;0;0;0;0;0;0,9;306;0;40;565;502;0;10,5
10/01/2024 11:00;66;13;0;0;0;0,4;0,56;24,2;1;179;0;34,7;564;573;0;5,2
10/01/2024 12:00;20;8;4,6;2;6,6;0,4;0,32;21,3;2,1;182;0;34,5;564;359;0;1,3
10/01/2024 13:00;46;7;9,4;8,1;17,5;0,9;0,5;28,4;1,3;221;0;36,5;563;426;0;3,2
10/01/2024 14:00;46;45;9,8;19;28,9;2,5;0,71;45;3,6;245;0;53,4;563;188;0;6,7
10/01/2024 15:00;75;33;11,8;17,8;29,5;2,1;0,52;38,3;3,5;224;0;54,8;562;211;0;8
10/01/2024 16:00;94;18;13,2;13,3;26,5;1,5;0,59;0;0,6;105;0;47,6;562;107;0;4,8
10/01/2024 17:00;51;20;21,7;18,6;40,3;1,4;0,85;0;1,4;3;0;46,8;562;156;0;4,3
10/01/2024 18:00;56;15;21,4;15;36,3;0,9;0,89;14,5;2,4;44;0;45,2;563;20;0;3,4
10/01/2024 19:00;20;20;25,3;22,1;47,3;1,6;1,11;10,7;0,7;341;0;53,9;563;0;0;6,3
