Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;Vel Viento;Dir Viento;Temperatura;HR;Presion Baro;Rad Solar;Precipitacion;BC 
20/03/2024 10:00;75;38;0;0;0;0;0;0;0;0;0;41,8;565;358;0;10,4
20/03/2024 11:00;57;38;0;0;0;1,8;1,04;46,8;0;0;0;37,4;565;695;0;8,9
20/03/2024 12:00;29;15;0;0;0;0,7;0,57;39,7;0;0;0;32,5;564;733;0;3,1
20/03/2024 13:00;32;12;7,9;7,6;15,5;0,4;0,52;33,9;0;0;0;30;563;450;0;1,8
20/03/2024 14:00;130;59;10;17,1;27,1;1,4;0,82;51,5;0;0;0;53,9;563;398;0;7,1
20/03/2024 15:00;95;46;9,5;16,8;26,3;0,5;0,83;42,1;0;0;0;66;562;105;2,6;6,8
20/03/2024 16:00;64;39;16,5;27,3;43,9;0,4;1;26,8;0;0;0;75,3;562;95;0,7;9,2
20/03/2024 17:00;67;35;12;17,4;29,4;0,8;0,88;34,9;0;0;0;61,1;562;201;0;5,9
20/03/2024 18:00;61;39;13,7;21;34,7;0,5;1,13;29;0;0;0;63,5;562;17;0,8;6,4
20/03/2024 19:00;50;43;31,6;42,3;74;0,6;1,72;11;0;0;0;77;563;0;5,6;9,3
20/03/2024 20:00;53;34;17,5;39;56,5;0,2;1,51;7,5;0;0;0;77,8;564;0;0;6,9
20/03/2024 21:00;60;43;37,2;41,2;78,4;1,1;1,78;2,6;0;0;0;78,9;564;0;0,5;9,5
20/03/2024 22:00;57;46;42,5;37,2;79,7;0,9;1,63;4,5;0;0;0;80,4;565;0;17,2;13
20/03/2024 23:00;57;44;47,8;38,7;86,4;0,6;1,79;3,9;0;0;0;83,4;565;0;0,1;8,7
21/03/2024 0:00;60;42;55,4;40,4;95,8;0,9;1,78;2,6;0;0;0;85,2;565;0;0;17,5
21/03/2024 1:00;64;46;38,5;34,4;72,9;0,9;1,21;4;0;0;0;84,8;564;0;0;13,1
21/03/2024 2:00;51;36;13;23,1;36,1;1,5;0,85;6,5;0;0;0;82,9;563;0;0;6,8
21/03/2024 3:00;58;31;18,3;19,4;37,6;0,7;0,72;2,1;0;0;0;82,6;563;0;0;6,2
21/03/2024 4:00;59;42;20;18,2;38,2;1,8;0,68;2,1;0;0;0;82,6;563;0;0;7
21/03/2024 5:00;70;42;29,2;19;48,2;1,5;0,74;2,2;0;0;0;82,6;563;0;0;8,3
21/03/2024 6:00;103;55;67,5;24;91,5;3;1,28;2,4;0;0;0;82,2;564;0;0;16,8
21/03/2024 7:00;78;38;63,7;23,2;87;1,9;1,37;2,3;0;0;0;81,2;564;2;0;10,6
21/03/2024 8:00;86;39;66,3;27,6;93,9;2,4;1,7;3,1;0;0;0;79,3;565;58;0;10,5
21/03/2024 9:00;77;48;26,2;21,5;47,8;3;0,98;13,1;0;0;0;65,7;565;292;0;8,5
21/03/2024 10:00;69;69;13,7;18,2;31,9;0,8;0,82;35,1;0;0;0;56,1;565;379;0;6,5
21/03/2024 11:00;77;37;17,9;26,1;44;0,7;0,94;38,4;0;0;0;0;0;0;0;8
21/03/2024 12:00;72;48;9,9;17,5;27,4;1,5;0,75;46,8;2,6;228;0;58,4;564;273;0;8,4
21/03/2024 13:00;74;45;10,7;16,8;27,5;1,4;0,77;49,5;3,2;228;0;51,7;564;448;0;6,8
21/03/2024 14:00;58;35;6,2;10,9;17,1;0,7;0,65;44,7;1,9;207;0;56,2;563;103;1,4;5,2
21/03/2024 15:00;44;39;15,8;17,1;33;1,1;0,84;34,6;2,2;215;0;67,4;562;349;0,1;7,3
21/03/2024 16:00;67;41;12,6;16,6;29,3;1;0,81;31,8;3,8;246;0;65,5;562;295;4,6;6,3
21/03/2024 17:00;37;30;10,6;25;35,6;0,4;0,92;16,9;0,6;170;0;78,5;563;23;5,1;9,1
21/03/2024 18:00;40;22;7,6;27,4;35;0,5;0,94;19,5;0,7;124;0;78,2;563;25;0;5,5
21/03/2024 19:00;34;25;9,9;32,2;42,1;0,6;1,09;8,6;0,6;127;0;79,5;563;0;0;6,7
21/03/2024 20:00;52;28;20;35,9;55,9;1,1;1,35;4,4;0,8;114;0;80,3;564;0;0;7,3
21/03/2024 21:00;86;37;37,4;34,3;71,7;1,9;1,47;2,8;0,5;66;0;81,1;564;0;0;9,1
21/03/2024 22:00;80;37;34,6;32,3;66,9;1,3;1,43;2,4;0,4;111;0;82,1;564;0;0;8
21/03/2024 23:00;88;42;45;29,7;74,7;1,5;1,51;2,3;0,5;117;0;82,9;564;0;0;8,3
22/03/2024 0:00;89;33;42,2;26,5;68,7;1,1;1,14;2,2;0,4;125;0;82,9;564;0;0;8,7
22/03/2024 1:00;91;46;59,4;28,1;87,5;1,6;1,17;2,3;0,4;125;0;82,3;564;0;0;12,8
22/03/2024 2:00;111;53;64,4;26,2;90,6;2;1,32;2,4;0,4;125;0;84;563;0;0;14,8
22/03/2024 3:00;81;42;44,6;24,3;68,9;1,6;1,02;2,3;0,4;125;0;84,1;563;0;0;10
22/03/2024 4:00;78;45;52,1;23,1;75,3;1,7;1,15;2,2;0,5;64;0;84,5;563;0;0;11,7
22/03/2024 5:00;83;37;75;24,5;99,5;1,7;1,27;2,2;0,4;31;0;84,6;563;0;0;15,6
22/03/2024 6:00;159;78;156,9;36;193;3,8;1,93;2,8;0,4;31;0;84,6;564;0;0;27,5
22/03/2024 7:00;264;116;295,4;60,2;355,6;6,4;4,64;3,5;0,5;347;0;85,1;564;21;0;47,6
22/03/2024 8:00;249;104;242,8;75,4;318,1;8,1;5,16;4,2;0,7;301;0;82,4;565;118;0;43,7
22/03/2024 9:00;204;103;163,8;90,9;254,7;7,8;3,99;4,9;0,6;3;0;72,9;565;108;0;35
22/03/2024 10:00;122;69;34,7;39,3;74,1;2,6;1,51;16,5;0,9;117;0;62,1;565;228;0;14
22/03/2024 11:00;69;46;3,8;5,1;8,9;1;0,63;41,5;1,1;139;0;47,7;565;366;0;3,4
22/03/2024 12:00;58;47;5,4;6,8;12,2;0,7;0,64;45,8;0,4;173;0;38,2;564;531;0;3,5
22/03/2024 13:00;65;45;3,9;4,3;8,2;0,6;0,52;48,9;1,2;152;0;37,3;564;602;0;2,8
22/03/2024 14:00;71;42;5,8;7,2;12,9;0,9;0,61;49,9;1;200;0;32,4;563;532;0;3,2
22/03/2024 15:00;82;46;9,4;14,2;23,6;1,9;0,84;52;3,7;238;0;47;562;581;0;6,9
22/03/2024 16:00;82;44;9,8;14;23,8;1,9;0,81;45,7;4;229;0;50,4;562;416;0;6,8
22/03/2024 17:00;81;40;11,8;18,1;29,8;1,8;0,93;38,7;3,6;246;0;58,3;562;142;0;6,5
22/03/2024 18:00;84;39;10,4;19,4;29,9;2,3;1,08;34,7;2,4;254;0;62,7;562;48;0;7,2
22/03/2024 19:00;105;56;17,4;34,8;52,2;3;1,67;17,9;1,4;261;0;70,3;563;0;0;10,1
22/03/2024 20:00;111;59;14,9;39,9;54,9;4,3;1,64;8,9;0,1;166;0;72,2;563;0;0;10,8
22/03/2024 21:00;92;60;6,6;22,3;28,9;1,5;1,05;18,3;0,6;150;0;69,7;564;0;0;6,2
22/03/2024 22:00;102;64;8,5;31;39,5;1,5;1,19;11,3;0,5;223;0;74,3;564;0;0;7,1
22/03/2024 23:00;95;59;8,5;27,2;35,7;1,7;1,06;7,9;1;111;0;68,9;564;0;0;5,8
23/03/2024 0:00;92;52;4,3;16,8;21,1;0,5;0,79;17,4;1;117;0;68,6;564;0;0;5,5
23/03/2024 1:00;87;60;4,1;17,5;21,6;1,6;0,73;15,2;0,7;127;0;69,7;564;0;0;6,2
23/03/2024 2:00;79;52;3,7;14,7;18,4;1;0,65;16,8;0,7;136;0;68,3;564;0;0;4,6
23/03/2024 3:00;85;59;3,9;12,2;16,1;0,5;0,59;19,6;0,9;115;0;68,9;563;0;0;5
23/03/2024 4:00;70;38;4,2;14,5;18,7;0,8;0,64;18;1;117;0;68,7;563;0;0;4,2
23/03/2024 5:00;78;48;6,9;23;29,9;1,7;0,72;9;0,5;118;0;71,8;563;0;0;5,3
23/03/2024 6:00;100;64;18,5;28,7;47,1;2,2;0,95;4,5;0,6;107;0;71,5;564;0;0;8,2
23/03/2024 7:00;87;51;24,8;26,2;51;2,4;1,07;4,1;0,6;122;0;70,4;564;22;0;8,2
23/03/2024 8:00;111;61;26,7;24,8;51,6;5,3;1,13;8,5;0,9;119;0;67,6;564;123;0;8,6
23/03/2024 9:00;81;47;8,9;8,6;17,5;1;0,69;32,6;1,3;129;0;53,3;565;381;0;4,7
23/03/2024 10:00;58;41;3,2;3;6,2;0,5;0,59;44,6;1,4;148;0;43,5;565;449;0;3,2
23/03/2024 11:00;49;33;5,5;6,5;12;0,6;0,64;57,7;0,8;195;0;36,4;564;657;0;3,4
23/03/2024 12:00;97;50;5,7;13,6;19,3;1,5;0,86;66,7;2,6;240;0;38,8;564;519;0;6,5
23/03/2024 13:00;84;47;8,3;13,1;21,4;1,3;0,87;54,9;4,2;233;0;50,4;564;355;0;4,6
23/03/2024 14:00;68;36;8,3;10,8;19,1;1,4;0,86;49,4;3,9;233;0;53,8;563;391;0;4,7
23/03/2024 15:00;69;37;7,9;11,3;19,2;1,3;0,87;49,1;3,6;242;0;55,7;563;324;0;3,5
23/03/2024 16:00;56;38;7,6;11,2;18,8;1,3;0,87;47,2;3,2;244;0;57,7;562;236;0;3,7
23/03/2024 17:00;71;38;9;12,6;21,6;1,2;0,93;42,9;3,1;237;0;60,3;563;164;0;4,2
23/03/2024 18:00;69;39;8,5;16,4;24,9;1,9;1,06;34,2;2;254;0;64,1;563;38;0;4,4
23/03/2024 19:00;82;40;12;24;36;2;1,24;24,7;0,9;275;0;65,4;563;0;0;5,9
23/03/2024 20:00;106;48;22,5;37,1;59,7;1,8;1,63;9,7;1,6;249;0;69;564;0;0;9,6
23/03/2024 21:00;96;50;23,1;33,6;56,7;1,9;1,54;11,3;1;261;0;71;564;0;0;8
23/03/2024 22:00;96;48;17,9;33,6;51,5;2,3;1,39;7;0,5;261;0;72,4;564;0;0;7,2
23/03/2024 23:00;94;47;24,9;27,1;51,9;1,9;1,23;3,2;0,3;204;0;73,4;564;0;0;7,6
24/03/2024 0:00;72;43;9,5;20,5;30;1,4;0,88;5;0,5;237;0;72,9;564;0;0;5,4
24/03/2024 1:00;73;55;11,8;21,9;33,6;1,8;0,89;3,5;0,4;239;0;70,6;564;0;0;5,3
24/03/2024 2:00;71;42;14,4;19,3;33,7;1,8;0,79;2,3;0,4;239;0;72,6;563;0;0;4,9
24/03/2024 3:00;65;40;8,7;19,3;28;2,3;0,7;3,7;0,5;239;0;71,5;563;0;0;4,9
24/03/2024 4:00;63;34;10;18,1;28,2;1,7;0,64;3,8;0,4;224;0;70,9;563;0;0;4,1
24/03/2024 5:00;56;35;7,5;15,6;23;1,6;0,6;5,1;0,5;132;0;70,9;563;0;0;3,6
24/03/2024 6:00;50;32;12,5;17,6;30,2;1,5;0,76;4,3;0,5;109;0;70,7;563;0;0;3,8
24/03/2024 7:00;54;36;15,1;15,2;30,3;1,7;0,77;4,2;0,5;110;0;71,1;564;17;0;4,5
24/03/2024 8:00;89;49;37,1;21,7;58,8;2,8;1,26;6,2;0,7;243;0;72,1;564;59;0;7,8
24/03/2024 9:00;107;69;33,9;27,9;61,8;3,4;1,28;15,5;0,7;345;0;65,1;564;359;0;8,5
24/03/2024 10:00;74;56;14,3;19,6;34;2,2;0,93;34,7;0,6;307;0;50;564;438;0;5,2
24/03/2024 11:00;61;36;9,7;14,6;24,3;1,3;0,8;46,5;1;288;0;44,8;564;389;0;4,2
24/03/2024 12:00;53;31;7;10,8;17,8;0,9;0,71;57,9;2,3;250;0;41,9;564;714;0;2,8
24/03/2024 13:00;51;28;5,5;5,5;11;1,1;0,65;53,2;3,9;236;0;42,9;563;782;0;2
24/03/2024 14:00;54;26;7,1;6,6;13,7;1,2;0,69;47,5;4,4;232;0;44,7;562;765;0;3
24/03/2024 15:00;40;24;5,9;4,7;10,6;1,3;0,63;48,4;4,3;234;0;43,8;562;673;0;1,9
24/03/2024 16:00;48;28;5,4;4,8;10,2;1,2;0,67;47,4;4,2;231;0;46,1;561;478;0;2,2
24/03/2024 17:00;51;31;5,8;5,7;11,5;1,3;0,69;43,4;3,9;228;0;51,3;562;242;0;2,4
24/03/2024 18:00;52;30;5,4;6,7;12,1;1,1;0,73;40,9;3;223;0;56,8;562;49;0;2,3
24/03/2024 19:00;50;30;4,1;7,4;11,5;1,2;0,73;38,8;2,2;211;0;61,8;563;0;0;2,1
24/03/2024 20:00;38;17;10,2;14,1;24,2;0,7;0,84;28,1;1,7;53;0;69,6;563;0;1,2;1,7
24/03/2024 21:00;35;22;22,7;28,9;51,6;1;1,35;7,4;1,4;28;0;73,8;563;0;0;3,3
24/03/2024 22:00;36;22;17,1;21,2;38,3;0,8;1,09;6,6;1,4;41;0;70;564;0;0;3,3
24/03/2024 23:00;69;43;6,2;15,2;21,4;0,6;0,88;17,2;0,9;119;0;74,2;564;0;0;4,2
25/03/2024 0:00;64;48;3,4;8,5;12;1,2;0,7;26,2;0,8;94;0;72,1;564;0;0;3,3
25/03/2024 1:00;50;40;3,6;9,2;12,9;1,3;0,74;21,3;0,2;24;0;70,6;564;0;0;2,8
25/03/2024 2:00;48;31;4;6,9;10,9;1;0,64;24,2;1;308;0;71,3;563;0;0;3,1
25/03/2024 3:00;32;22;4;4,3;8,3;0,9;0,58;27,4;1,2;303;0;72,8;563;0;0;1,9
25/03/2024 4:00;35;20;3,8;4,2;8;0,9;0,57;27;1,3;295;0;73,5;563;0;0;1,6
25/03/2024 5:00;36;22;5,2;10;15,2;2,8;0,66;18,2;1;278;0;73,2;563;0;0;2,9
25/03/2024 6:00;58;34;10,6;18,9;29,4;13,5;0,86;7,1;0,6;294;0;73,4;563;0;0;5,8
25/03/2024 7:00;95;48;26;21,3;47,4;21,5;1,14;4,3;1,2;283;0;74,4;563;12;0;5,8
25/03/2024 8:00;97;47;36,7;21;57,7;19,8;1,31;6,2;0,8;304;0;71,4;564;99;0;7,1
25/03/2024 9:00;98;56;37,5;23,3;60,8;20,7;1,18;10,4;0,9;271;0;64,7;564;220;0;7,5
25/03/2024 10:00;94;57;23,3;20,4;43,7;16,9;0,99;21,4;1,2;272;0;57;564;381;0;6,5
25/03/2024 11:00;65;38;7,6;9,1;16,6;6,9;0,7;41,3;1,6;234;0;47,2;564;451;0;3,4
25/03/2024 12:00;50;38;6,1;6;12,1;4,3;0,63;50,2;1,7;264;0;41;564;677;0;2,7
25/03/2024 13:00;47;23;5,7;4,3;10;2,3;0,6;51,6;2,9;248;0;39,3;563;766;0;1,9
25/03/2024 14:00;43;21;5,6;5;10,6;1,9;0,65;47;4;239;0;43;562;693;0;1,9
25/03/2024 15:00;42;21;6,1;5,2;11,3;1,7;0,69;44,8;3,7;232;0;48;562;430;0;1,9
25/03/2024 16:00;37;21;6,5;5,9;12,4;1,7;0,72;40,9;3,5;239;0;51,4;562;258;0;2
25/03/2024 17:00;38;19;6,8;6,4;13,2;1,7;0,72;37;3,1;228;0;54,2;562;141;0;2,1
25/03/2024 18:00;48;20;7,7;8,8;16,6;1,6;0,85;31;2,3;218;0;59,7;562;24;0;2,9
25/03/2024 19:00;52;23;7,9;12,5;20,4;1,9;0,86;25,4;1,1;226;0;62,5;563;0;0;3,8
25/03/2024 20:00;45;24;9,7;15,7;25,5;1,8;0,96;17,7;0,5;18;0;65,5;563;0;0;3
25/03/2024 21:00;45;24;10;13,7;23,7;1,5;0,94;20,6;1,1;263;0;70,3;564;0;0;2,7
25/03/2024 22:00;70;32;11,6;19,7;31,3;4,7;0,98;13,3;1,7;243;0;73,7;564;0;0;4,5
25/03/2024 23:00;52;31;8,8;15,5;24,3;3,2;0,86;16,2;0,9;256;0;71,8;564;0;0;3,8
26/03/2024 0:00;46;25;7,5;15,3;22,8;2,5;0,8;15,6;0,5;274;0;73,3;564;0;0;4
26/03/2024 1:00;45;27;11,9;15,3;27,2;1,6;0,69;5,2;0,4;172;0;72,2;564;0;0;3,7
26/03/2024 2:00;40;20;11,6;15;26,5;1,5;0,58;2,5;0,5;165;0;74,7;563;0;0;3,2
26/03/2024 3:00;39;18;11,4;15,2;26,7;1,4;0,55;2,7;0,4;177;0;77,6;563;0;0;4
26/03/2024 4:00;34;20;7,2;13,5;20,7;1,3;0,48;5;0,5;165;0;78,2;563;0;0;3,1
26/03/2024 5:00;34;10;9;13,1;22,1;1,1;0,49;5,4;0,5;151;0;76,8;564;0;0;3,2
26/03/2024 6:00;46;18;34,3;16,5;50,7;1,5;0,8;3;0,5;159;0;75,9;564;0;0;6,3
26/03/2024 7:00;85;36;72,3;16,1;88,4;2,8;1,27;2,5;0,5;154;0;76,2;564;8;0;10
26/03/2024 8:00;97;44;60,9;17,3;78,2;4,5;1,3;3,8;0,7;146;0;73;565;58;0;11,6
26/03/2024 9:00;79;37;19,5;15,9;35,4;4,3;0,81;9,2;0,8;174;0;66,6;565;116;0;6,6
26/03/2024 10:00;61;32;13,5;13,5;27,1;2,5;0,76;24,5;0,7;198;0;53,1;565;346;0;6,1
26/03/2024 11:00;88;40;18,8;24,6;43,4;3;1,07;35,6;1,6;268;0;45,6;565;479;0;8,8
26/03/2024 12:00;55;25;13,3;14,1;27,4;2;0,73;44,8;1,8;264;0;38,5;564;670;0;6,3
26/03/2024 13:00;65;32;8,1;9,9;18;1,9;0,68;52,6;2,6;239;0;42,5;564;464;0;4,3
26/03/2024 14:00;41;20;6,8;6,5;13,3;1,6;0,62;46,4;3,4;230;0;42,5;563;690;0;3,5
26/03/2024 15:00;45;25;8,9;7,8;16,7;1,6;0,67;42;4,4;235;0;42,4;563;620;0;4,2
26/03/2024 16:00;43;22;10,4;9,1;19,5;1,7;0,66;38;4,2;227;0;42,1;562;295;0;4,1
26/03/2024 17:00;40;26;11,6;10,9;22,6;1,7;0,85;34,2;3,5;229;0;51;562;167;0;5,3
26/03/2024 18:00;53;28;12;13,2;25,2;1,6;1,01;27,9;2,5;237;0;58,8;562;11;0;4,1
26/03/2024 19:00;52;30;11,9;14,5;26,4;1,5;1,1;24,5;1,9;259;0;62,2;563;0;0;4,6
26/03/2024 20:00;56;17;19,4;21,4;40,8;1,5;1,25;15,1;1,4;289;0;60,3;563;0;0,1;5
26/03/2024 21:00;46;19;13,3;19,6;32,9;1,7;0,96;15;2,2;247;0;61,6;563;0;0;4,7
26/03/2024 22:00;38;20;10,9;14,5;25,4;1,7;0,81;18,9;1,9;246;0;62,2;564;0;0;3,8
26/03/2024 23:00;34;18;10;14,5;24,5;2,8;0,73;18,3;1,5;250;0;59;564;0;0;5
27/03/2024 0:00;35;17;8,8;11,8;20,6;2,9;0,62;21,6;1,3;250;0;62;564;0;0;3,5
27/03/2024 1:00;49;30;10,2;14,2;24,4;1,8;0,66;9,5;0,5;199;0;66;564;0;0;4,2
27/03/2024 2:00;48;22;13,4;17,2;30,6;2,4;0,7;2,3;0,4;130;0;71;563;0;0;4,9
27/03/2024 3:00;54;27;14,5;14,2;28,7;2,1;0,67;2,3;0,4;133;0;73,2;563;0;0;4,7
27/03/2024 4:00;38;17;13,2;12,9;26;2;0,55;2,4;0,5;125;0;71,1;563;0;0;3,4
27/03/2024 5:00;35;18;16,6;14;30,6;1,9;0,54;2,6;0,6;120;0;67;563;0;0;3,8
27/03/2024 6:00;51;18;38,9;14,2;53;2,5;0,78;2,1;0,5;111;0;65,6;564;0;0;5,9
27/03/2024 7:00;60;16;56,9;15,4;72,3;3,1;1,12;2,5;0,4;115;0;65,9;564;23;0;8,2
27/03/2024 8:00;72;30;43,2;16,6;59,8;5;1,05;5,3;0,8;147;0;62,7;564;159;0;8,1
27/03/2024 9:00;51;26;18;13,1;31,1;4,3;0,68;20,5;0,8;144;0;48,9;565;325;0;5,3
27/03/2024 10:00;54;28;17,7;18,4;36,1;3,3;0,91;28,5;0,1;305;0;39;565;344;0;8,4
27/03/2024 11:00;50;29;22,6;25,4;48,1;2,6;1,01;34,5;1,3;274;0;33,9;565;397;0;7,8
27/03/2024 12:00;45;23;12,3;16,5;28,8;3,1;0,77;46,1;1,5;257;0;34,4;564;595;0;7,3
27/03/2024 13:00;77;32;8,9;16;24,9;3,9;0,76;57,5;3;245;0;41,2;564;339;0;5,5
27/03/2024 14:00;73;35;9,2;15;24,2;3,4;0,76;53,3;3,6;245;0;48;564;498;0;5,2
27/03/2024 15:00;48;29;9,8;9,9;19,7;2;0,72;43,8;3,2;241;0;47,9;563;496;0;3,5
27/03/2024 16:00;57;32;10,7;11,1;21,8;1,9;0,82;40,7;3,1;241;0;50,2;563;315;0;3,6
27/03/2024 17:00;57;27;10,6;11,3;22;1,9;0,88;37;3,1;237;0;51,9;563;128;0;4,3
27/03/2024 18:00;62;32;10,6;15,1;25,7;2,4;1,02;30,7;2,5;229;0;60,4;563;38;0;4,5
27/03/2024 19:00;53;30;8,6;17,8;26,4;2,5;1,01;24,3;1,5;229;0;64,6;564;0;0;4,7
27/03/2024 20:00;69;32;15,1;24,6;39,6;2,1;1,21;16,1;1,2;244;0;68,4;564;0;0;5,4
27/03/2024 21:00;69;31;12,9;26,3;39,2;1,9;1,12;10,6;1;236;0;69;565;0;0;5,2
27/03/2024 22:00;73;42;19,3;24,3;43,6;2,3;1,14;3,6;0,5;207;0;68,5;565;0;0;6,2
27/03/2024 23:00;54;30;12,2;18,6;30,8;1,5;0,9;4,2;0,5;187;0;70,7;565;0;0;4,1
28/03/2024 0:00;53;29;20,5;18,9;39,3;1,6;0,93;2,9;0,4;164;0;71,7;565;0;0;4,8
28/03/2024 1:00;76;45;22,2;18,8;41;3,2;0,85;2,1;0,4;175;0;74,8;564;0;0;6,1
28/03/2024 2:00;78;37;24,8;18,8;43,7;4,6;0,9;2,4;0,5;176;0;72,5;564;0;0;6,2
28/03/2024 3:00;66;33;20,4;18,3;38,7;3,4;0,78;5,2;0,2;223;0;71,7;564;0;0;5,2
28/03/2024 4:00;34;29;5,9;9,6;15,4;1,9;0,61;22,5;1,1;294;0;73,6;564;0;0;2,7
28/03/2024 5:00;46;26;12,8;22,1;34,9;1,7;0,77;7,8;0,4;279;0;75,9;564;0;0;4,2
28/03/2024 6:00;78;48;35,8;20,3;56,1;2,3;0,96;2,2;0,4;279;0;78,6;564;0;0;7,6
28/03/2024 7:00;79;35;29,2;23,1;52,2;2,3;1,17;4,1;0,9;273;0;80,7;565;26;0;6,7
28/03/2024 8:00;73;41;31,3;21,4;52,6;4,2;1,15;9,5;0,8;322;0;72,5;565;137;0;7
28/03/2024 9:00;76;42;19,9;19,4;39,2;5,2;0,97;22,1;0,9;296;0;58,9;565;351;0;5,4
28/03/2024 10:00;58;38;12,1;13,8;26;5,6;0,79;34,6;1,4;275;0;49,5;565;447;0;4
28/03/2024 11:00;42;32;7,3;7,9;15,2;3,9;0,68;45,9;1,4;271;0;43;565;509;0;3,3
28/03/2024 12:00;47;37;5,9;7,2;13;3,4;0,68;54,4;2,5;248;0;41,3;565;574;0;2,3
28/03/2024 13:00;43;35;5,9;5,9;11,8;1,7;0,67;49;3,4;241;0;42,7;564;455;0;2,4
28/03/2024 14:00;54;28;6,3;5,4;11,6;1,9;0,7;48;4,3;235;0;48,9;563;624;0;2
28/03/2024 15:00;58;27;5,6;3,9;9,5;1,6;0,66;47,1;4,2;241;0;48,6;563;616;0;1,9
28/03/2024 16:00;43;30;6,1;4,6;10,7;1,5;0,66;44,7;3,8;236;0;49,5;563;403;0;2
28/03/2024 17:00;47;22;6,1;4,9;10,9;1,7;0,74;41,9;3,7;235;0;54,7;563;168;0;2,6
28/03/2024 18:00;52;35;6,8;9;15,7;2,3;0,88;35,2;2,6;242;0;63,7;563;7;0;3,1
28/03/2024 19:00;57;41;7,7;12;19,7;1,9;0,91;28,5;1,8;238;0;71,1;563;0;0,6;2,6
28/03/2024 20:00;44;36;6,1;14,2;20,3;1,2;0,84;21,7;1,3;224;0;77,5;564;0;1,3;2,8
28/03/2024 21:00;52;37;7,3;14,1;21,4;1,2;0,86;20,8;1,5;224;0;77,5;564;0;0,2;3,1
28/03/2024 22:00;37;30;5,3;15,1;20,5;1;0,85;16,7;0,7;210;0;76,4;565;0;0;2,9
28/03/2024 23:00;40;22;5,5;11,1;16,6;1,1;0,72;20,3;0,9;260;0;76,1;565;0;0;2,7
29/03/2024 0:00;44;26;4,1;4,8;9;1,4;0,61;26,3;1,4;265;0;73;565;0;0;2
29/03/2024 1:00;33;27;3;2,7;5,6;1,4;0,55;29,1;1;266;0;74,1;564;0;0;1,4
29/03/2024 2:00;37;27;2,3;1,7;4;1,5;0,52;28,5;1,6;254;0;75,3;564;0;0;1,5
29/03/2024 3:00;40;23;2,5;2,6;5,1;1,7;0,51;25,5;1,4;246;0;75,1;564;0;0;1,5
29/03/2024 4:00;39;32;3,3;6,5;9,8;7;0,53;18,7;1,3;247;0;72,8;564;0;0;1,8
29/03/2024 5:00;47;36;5,1;9,9;15;10,9;0,59;13,5;1;322;0;71,1;564;0;0;3
29/03/2024 6:00;56;34;4,5;13;17,5;13,7;0,65;9,6;0,4;337;0;71,1;564;0;0;2,8
29/03/2024 7:00;76;40;18,6;17;35,6;12,1;0,99;5;0,5;292;0;72,8;564;21;0;4,9
29/03/2024 8:00;63;40;20,5;13,7;34,2;10,4;0,89;10,2;0,7;3;0;66,4;565;170;0;5
29/03/2024 9:00;57;38;12,2;10,5;22,6;6,9;0,75;19,5;0,9;122;0;56,8;565;276;0;3,8
29/03/2024 10:00;48;28;7,3;6,1;13,4;3,3;0,63;31,8;0,6;97;0;49,7;565;505;0;2,5
29/03/2024 11:00;40;29;4,7;2,8;7,5;1,9;0,56;36,8;1,1;126;0;44,4;565;326;0;1,7
29/03/2024 12:00;32;25;4,3;2,4;6,7;1,5;0,57;39,9;0,8;95;0;39,3;564;523;0;1,5
29/03/2024 13:00;55;40;6;6,2;12,2;2,9;0,7;44,7;2,7;231;0;47,9;564;460;0;2,5
29/03/2024 14:00;37;33;5,5;3;8,4;1,9;0,66;41,8;1,1;219;0;44,9;563;419;0;2,5
29/03/2024 15:00;53;39;5,3;4;9,3;2,5;0,69;43,5;3,4;229;0;52,3;563;263;0;2,2
29/03/2024 16:00;46;35;6,2;4,8;11;2,7;0,71;39,5;3,2;239;0;59,7;562;196;0;2,7
29/03/2024 17:00;48;38;5,6;4,5;10,1;2,2;0,69;39,1;3,4;252;0;62,4;562;135;0;2,2
29/03/2024 18:00;54;37;7,3;7,6;14,9;2;0,85;32,7;1,8;263;0;69,6;562;22;0;2
29/03/2024 19:00;53;41;7,4;11,4;18,8;2,2;0,85;26,4;2;270;0;72,6;563;0;0;2,6
29/03/2024 20:00;56;39;8,4;11,6;20;1,9;0,9;24,1;1,4;277;0;69,9;564;0;0;2,8
29/03/2024 21:00;58;41;12,6;17,3;29,9;2,2;1;16,7;1,4;344;0;72,8;564;0;0;4
29/03/2024 22:00;69;43;9,5;20,2;29,7;1,5;1,04;13,4;0,9;321;0;76,7;565;0;0;4,1
29/03/2024 23:00;50;35;3,6;11,2;14,9;1,4;0,74;20,9;0,3;114;0;73;565;0;0;3
30/03/2024 0:00;52;41;2,9;5,7;8,5;2,7;0,65;30,2;1,4;91;0;72,3;565;0;0;3,1
30/03/2024 1:00;51;39;3,2;5,8;9,1;2;0,61;26,6;0,6;118;0;72,6;564;0;0;2,4
30/03/2024 2:00;42;37;2,9;2,7;5,5;1,5;0,53;26,7;0,5;103;0;71,5;564;0;0;2,1
30/03/2024 3:00;51;38;2,7;5,6;8,3;2;0,6;21,3;0,5;125;0;72,5;563;0;0;2,5
30/03/2024 4:00;42;37;2,8;5,5;8,4;2,7;0,59;23,9;0,6;106;0;72,5;563;0;0;2,6
