Fecha ;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;VelViento;DirViento;Temperatura;HR;PresiBaro;RadSolar;Precipitacion;BC 
1/01/2024 1:00;17,1;0;1,8;6,3;8,1;0,6;0,28;5,2;1,2;232;13,6;86,9;0;0;0;1,3
1/01/2024 2:00;24,3;0;2;6,4;8,4;0,7;0,27;5,3;1,6;288;12,8;86,17;0;0;0;1,7
1/01/2024 3:00;19,5;0;4,7;7,5;12,2;0,5;0,32;1;0,9;344;12;88,06;0;0;0;1,6
1/01/2024 4:00;28,4;0;2,1;6,9;8,9;0,5;0,26;2,5;1,4;128;12,7;88,48;0;0;0;1,9
1/01/2024 5:00;26,5;0;3,7;8,8;12,5;0,6;0,39;1,5;1;156;12,7;86,68;0;0;0;2,7
1/01/2024 6:00;36,2;0;3;7,1;10,1;0,4;0,3;2,7;0,3;149;11,6;86,11;0;0;0;2,1
1/01/2024 7:00;25,9;0;7,4;6,4;13,8;0,4;0,38;1,4;0,1;168;11,3;88,22;0;39;0;2,5
1/01/2024 8:00;30,1;0;8,1;6,9;15;0,6;0,41;9,8;1,2;319;17,6;64,96;0;231;0;2,7
1/01/2024 9:00;32,1;0;6,7;9,1;15,8;0,9;0,4;21,6;1,7;279;20,4;51,3;0;417;0;3,2
1/01/2024 10:00;25,1;0;3,4;8,9;12,3;0,8;0,3;29,5;0,9;48;20,6;50,15;0;478;0;2,5
1/01/2024 11:00;27,5;0;1,1;3,1;4,2;0,6;0,13;25,5;1,1;60;20,7;48,41;0;532;0;0,8
1/01/2024 12:00;28,2;0;0,8;1,6;2,4;0,6;0,1;24,4;1,3;87;21,4;45,3;0;574;0;0,4
1/01/2024 13:00;26,5;0;0,6;1,1;1,6;0,6;0,1;25,5;1,8;63;21,7;44,97;0;602;0;0,5
1/01/2024 14:00;22,3;0;0,5;1,2;1,7;0,6;0,1;27;0,9;43;22,5;40,68;0;401;0;0,4
1/01/2024 15:00;21,5;0;0,6;2,5;3,1;0,9;0,16;41;3,1;306;22,1;47,43;0;351;0;0,9
1/01/2024 16:00;16,1;0;0,8;3,9;4,7;1,3;0,24;47,5;4,8;303;20,3;59,13;0;366;0;1,4
1/01/2024 17:00;22,4;0;0,7;3,9;4,7;1,2;0,21;36,6;3,9;286;18,6;64,24;0;172;0;1,1
1/01/2024 18:00;16,8;0;0,6;5,4;6;1,2;0,25;30,7;3,7;295;16,6;71,01;0;31;0;1,1
1/01/2024 19:00;28,3;0;0,4;8,4;8,9;1,1;0,29;22,2;1,5;267;15,2;78,15;0;0;0;1,3
1/01/2024 20:00;21,9;20,6;0,6;10;10,6;1,1;0,36;16,9;2,1;290;14,9;79,73;0;0;0;2,1
1/01/2024 21:00;22,7;0;1,2;12,5;13,7;1,1;0,36;7,3;1;344;14;85,16;0;0;0;1,6
1/01/2024 22:00;18,1;15,4;1,8;13,6;15,5;0,9;0,38;3,1;0,4;300;12,9;87,46;0;0;0;1,6
1/01/2024 23:00;26,4;26,4;2,5;14,2;16,7;0,8;0,38;1,5;0,9;243;12,6;89,45;0;0;0;1,5
2/01/2024 0:00;25,2;15,6;4,1;12,8;16,9;0,8;0,36;0,7;0,9;270;12,6;88,88;0;0;0;1,6
2/01/2024 1:00;30,1;11,5;12,2;12,8;25;0,9;0,5;0,6;1,4;344;12,6;89,04;0;0;0;2,4
2/01/2024 2:00;24,3;13;9,1;10,6;19,7;0,8;0,38;0,6;0,4;250;11,8;89,43;0;0;0;2,2
2/01/2024 3:00;27,3;27,3;5,3;10,1;15,4;0,7;0,31;0,4;0,5;196;11,3;90,02;0;0;0;1,9
2/01/2024 4:00;16,2;14,2;6,2;9,6;15,8;0,6;0,28;0,4;0,7;263;10,2;84,95;0;0;0;2
2/01/2024 5:00;19,6;10,9;8,8;7,6;16,4;0,5;0,26;0,6;0,4;6;9,5;89,05;0;0;0;2
2/01/2024 6:00;19,9;12,6;17,5;7,4;24,9;0,4;0,3;0,7;1,2;232;9,2;90,18;0;0;0;2,6
2/01/2024 7:00;23;8,2;42,9;7,3;50,1;0,6;0,68;1,1;0,4;50;9,5;91,35;0;35;0;5,4
2/01/2024 8:00;19,1;5,4;63,5;13,5;77;0,9;1,38;2,8;1,3;342;14,2;84,55;0;198;0;5,4
2/01/2024 9:00;56,9;8,4;10,2;9,9;20,1;0,9;0,38;15,4;1,3;25;17,9;57,99;0;299;0;2,7
2/01/2024 10:00;40,1;5,5;4,4;6,6;11;0,8;0,24;21,7;1,7;285;19,5;48,26;0;460;0;1,4
2/01/2024 11:00;40,6;3,8;3,5;5,3;8,8;0,8;0,23;29,3;1,3;329;21,7;42,53;0;714;0;1,6
2/01/2024 12:00;29,8;2,5;2,8;6,7;9,4;0,9;0,27;39,4;1,7;281;23;39,25;0;684;0;2
2/01/2024 13:00;28,7;1,8;1,9;6,8;8,8;1;0,25;45,1;0,7;271;23,2;38,47;0;727;0;1,8
2/01/2024 14:00;25,9;15,2;1,7;7,8;9,5;1,5;0,27;53,5;4,1;299;22,1;48,09;0;519;0;2,9
2/01/2024 15:00;30,6;20;1,3;7;8,3;1,6;0,26;57,8;5,1;299;20,5;55,77;0;398;0;2,7
2/01/2024 16:00;26,3;16,2;1,1;7,3;8,4;1,6;0,25;53,5;4,4;293;19,5;58,85;0;280;0;2,6
2/01/2024 17:00;36,6;11,6;1;8,1;9,1;1,6;0,26;43,4;3,9;299;18;64,13;0;120;0;2,4
2/01/2024 18:00;37,6;11,9;0,7;10,8;11,5;1,5;0,33;35,3;3;296;16,5;68,81;0;25;0;2,6
2/01/2024 19:00;33,9;17,9;0,3;14;14,3;1,5;0,39;33,3;2,8;304;15,6;70,57;0;0;0;2,9
2/01/2024 20:00;35,9;25;0,4;11,9;12,3;1,3;0,31;25,7;1,3;324;14,1;76,9;0;0;0;2,4
2/01/2024 21:00;40,6;22,6;1,7;21,7;23,4;1,1;0,48;5,5;0,9;266;13;85,04;0;0;0;3,4
2/01/2024 22:00;34,9;17,6;8,7;23,2;31,9;1,3;0,63;0,9;1,2;323;13,2;85,89;0;0;0;4,3
2/01/2024 23:00;34,1;14,8;7,5;23,4;30,9;1,5;0,41;1,5;1,7;308;13,2;79,53;0;0;0;3,1
3/01/2024 0:00;33,9;12,9;2,9;14,6;17,4;1,1;0,28;6,5;0,7;360;12,9;83,35;0;0;0;1,9
3/01/2024 1:00;31;18,1;1,7;11,5;13,2;0,8;0,3;6;1,1;291;12,2;85,17;0;0;0;1,7
3/01/2024 2:00;28,6;13,1;1,7;9,3;11;0,8;0,27;6,9;0,8;287;12,6;85,81;0;0;0;1,6
3/01/2024 3:00;30,6;9,8;1,1;9,4;10,4;0,8;0,23;8,3;1,5;295;12,5;85,59;0;0;0;1,5
3/01/2024 4:00;26,5;10,6;1,5;7,7;9,1;0,7;0,22;6,2;1,3;359;11,8;86,23;0;0;0;1,2
3/01/2024 5:00;26,9;8,2;11,4;13,8;25,2;0,8;0,36;0,4;1,1;326;11,7;85,97;0;0;0;3,4
3/01/2024 6:00;26,2;6,9;24,6;11,5;36,1;0,8;0,5;0,7;0,9;349;10,9;83,4;0;0;0;4,8
3/01/2024 7:00;28,9;16,6;57,4;12,3;69,7;1;0,95;1;1,1;296;10,9;78,27;0;32;0;8,7
3/01/2024 8:00;31,5;21,8;74,6;19,7;94,3;2,4;1,54;2,7;1,5;309;15,4;72,75;0;207;0;15,1
3/01/2024 9:00;59,7;25;38,1;25,4;63,6;4,3;1,16;10,2;1,6;345;19,3;55,54;0;380;0;10,8
3/01/2024 10:00;62,1;27,1;18,3;20,3;38,6;3,3;0,74;20,7;1,8;297;20,3;51,7;0;596;0;5,9
3/01/2024 11:00;56,4;23,6;7;12,1;19,1;1,5;0,4;28,3;1,9;339;21,4;44,53;0;475;0;3,3
3/01/2024 12:00;40;18;4;9,6;13,6;1,2;0,34;37;1,8;301;22;41,19;0;517;0;2,6
3/01/2024 13:00;36;13,7;1,6;5,3;6,9;1;0,24;44,8;1,9;295;23,3;35,58;0;675;0;1,8
3/01/2024 14:00;27,6;19,3;1,2;7,3;8,4;1,6;0,31;52,9;4,1;300;19,7;56,02;0;201;0;2,7
3/01/2024 15:00;37,6;20;1;7,1;8,2;1,6;0,29;56,3;4,7;296;20;56,14;0;310;0;2,4
3/01/2024 16:00;34,5;15;0,9;7,5;8,4;1,4;0,28;50;4;306;18,5;61,51;0;164;0;2,2
3/01/2024 17:00;44,7;12,6;1,2;7,6;8,7;1,5;0,3;48,1;4,3;292;19;60,23;0;269;0;2,3
3/01/2024 18:00;42,7;15,4;0,8;9,7;10,5;2;0,36;34,7;3,8;290;17,5;66,42;0;76;0;2,2
3/01/2024 19:00;30,8;15,7;0,6;13,3;14;2,7;0,43;22,9;3,2;294;15,9;72,75;0;0;0;2,4
3/01/2024 20:00;34,9;16,8;0,8;10,3;11,1;1,5;0,32;13,3;2;293;14,7;71,76;0;0;0;1,7
3/01/2024 21:00;30,7;11,7;1,4;12,3;13,8;1,1;0,33;5,5;1,4;237;12,8;77,44;0;0;0;1,7
3/01/2024 22:00;21,8;8,7;6,3;16,5;22,9;1,1;0,45;1;1,4;274;12,1;78,01;0;0;0;2,5
3/01/2024 23:00;21,1;9;13,5;16,7;30,2;1;0,54;0,9;0,4;355;10,8;77,91;0;0;0;2,8
4/01/2024 0:00;23,2;7,3;17,8;13,5;31,3;0,9;0,55;0,8;0,3;350;9,9;78,17;0;0;0;3,5
4/01/2024 1:00;17,4;11,8;33,6;15,1;48,7;0,9;0,74;0,6;1;254;9,6;87,88;0;0;0;5,5
4/01/2024 2:00;19,2;10,5;44,9;15,4;60,3;1,1;0,7;0,8;1,1;223;9,3;87,56;0;0;0;6,1
4/01/2024 3:00;34,9;9,3;41,8;13,8;55,6;0,9;0,67;0,8;1,4;20;8,9;89,1;0;0;0;6
4/01/2024 4:00;33;11;32,7;10,2;43;0,7;0,57;1,2;1,4;19;8,4;90,12;0;0;0;5,3
4/01/2024 5:00;25,3;9;31,5;9,6;41;0,5;0,56;0,9;1,2;288;8;90,9;0;0;0;5,1
4/01/2024 6:00;28,8;13,8;55,5;9,7;65,1;0,6;0,69;0,9;1,4;275;7,7;91,05;0;0;0;7,6
4/01/2024 7:00;26,5;10,1;100,6;10,7;111,4;0,8;1,3;1,2;1,4;286;8,2;88,67;0;39;0;10,1
4/01/2024 8:00;28,4;21,7;70,2;15,3;85,5;1;1,28;2,7;0,9;326;14,2;82,81;0;203;0;13,1
4/01/2024 9:00;58,5;29,3;33,5;23,9;57,3;2,2;1,08;10,5;1,1;25;18;61,33;0;426;0;9
4/01/2024 10:00;49,9;22;16,6;20,2;36,9;4;0,8;22,8;0,6;58;20,4;46,77;0;628;0;5,8
4/01/2024 11:00;53,4;23,1;9,5;16,9;26,5;3;0,55;34,3;1,7;325;22,2;37,21;0;740;0;4,7
4/01/2024 12:00;42,4;23,3;3,9;10,3;14,2;2;0,34;44,7;1,1;291;23;33,25;0;849;0;2,6
4/01/2024 13:00;42,7;16,8;2,4;8,2;10,6;1,9;0,28;55;3,5;307;24,3;31,54;0;821;0;2,5
4/01/2024 14:00;34;30,9;1,3;6,3;7,6;2,1;0,26;57;5,6;299;21,9;48;0;594;0;2,7
4/01/2024 15:00;35,4;21,6;1,2;6,6;7,8;1,5;0,26;49,1;4,4;292;19,7;54,78;0;294;0;2,1
4/01/2024 16:00;62,7;15,1;1,3;5;6,3;1,5;0,22;49,1;4,9;295;21;50,49;0;498;0;1,7
4/01/2024 17:00;43,4;15,1;1;5;6,1;1,4;0,21;44,8;4,3;303;19,6;53,81;0;263;0;1,4
4/01/2024 18:00;36,1;10,5;0,8;7,4;8,2;1,4;0,29;34,3;3,8;299;17,4;62,48;0;58;0;1,7
4/01/2024 19:00;28,1;9,4;0,9;14,8;15,7;1,6;0,47;21,3;3,3;294;15,9;72,94;0;0;0;2,7
4/01/2024 20:00;28,2;18,3;0,9;16,1;17;1,3;0,46;10,1;0,7;313;13,6;81,45;0;0;0;2,6
4/01/2024 21:00;28,6;12,7;2,1;16,8;18,9;1,1;0,5;5,6;1,5;330;12,3;87,13;0;0;0;2,4
4/01/2024 22:00;24,3;10,8;2,4;16,4;18,8;1;0,49;3,5;0,4;303;12,2;88,79;0;0;0;2,3
4/01/2024 23:00;30,5;11,8;2,8;15,3;18;1;0,44;6,8;2;333;13,1;88;0;0;0;2,4
5/01/2024 0:00;34,7;11,1;1,4;14,5;16;1;0,39;4,9;1,2;291;12,2;86,36;0;0;0;2,4
5/01/2024 1:00;27,9;14,3;2,2;12,6;14,8;0,6;0,3;3,3;1,3;296;11,5;88,62;0;0;0;2,1
5/01/2024 2:00;22;12,4;2,3;9,7;12;0,7;0,22;8,5;1,6;281;12,5;87,02;0;0;0;1,8
5/01/2024 3:00;17,9;15,2;1,4;8,6;10;0,6;0,17;6,3;0,6;230;12;85,87;0;0;0;1,2
5/01/2024 4:00;29,3;17,7;0,8;7,8;8,7;0,6;0,13;9,6;1,5;298;11,8;85,91;0;0;0;1,1
5/01/2024 5:00;20,8;13,3;1,5;8,2;9,7;0,5;0,14;4,9;0,9;223;10,5;87,63;0;0;0;1,4
5/01/2024 6:00;15,6;10;10,8;12,8;23,6;0,5;0,27;0,9;1,1;338;10,5;89,93;0;0;0;2,7
5/01/2024 7:00;25,5;7,8;47,7;14,1;61,9;0,8;0,73;0,8;0,9;317;10,7;89,82;0;20;0;7,8
5/01/2024 8:00;20,9;14;58,7;20,7;79,4;3,1;1,23;2,7;0,9;360;13,7;79;0;152;0;12,4
5/01/2024 9:00;48,5;14,6;28,4;20,7;49,1;3,8;0,81;12,4;0,8;13;18,2;55,89;0;422;0;9,1
5/01/2024 10:00;52,2;29,8;16;21,1;37,2;1,9;0,67;22,2;1,6;354;20,5;46;0;524;0;7,1
5/01/2024 11:00;61,8;34,1;8,3;16,5;24,8;1,7;0,45;35,3;1,5;357;21,2;42,94;0;603;0;4,5
5/01/2024 12:00;53;25,6;4,3;11,2;15,5;2,5;0,27;45,5;2,1;299;21,6;39,04;0;768;0;3,1
5/01/2024 13:00;52,7;22,4;1,9;8,3;10,3;2;0,23;56;3;315;21,9;40,92;0;543;0;2,9
5/01/2024 14:00;46,4;30,5;0,9;5,2;6,2;1,5;0,18;57,7;3,7;315;21;44,96;0;499;0;2
5/01/2024 15:00;49,1;28;1,2;5,3;6,5;1,5;0,19;56,2;4,5;305;21,7;46,07;0;558;0;1,9
5/01/2024 16:00;46,2;31,5;1,4;6,3;7,7;1,8;0,21;49,5;4,6;283;20,7;50,13;0;413;0;1,8
5/01/2024 17:00;39,4;22,5;1,3;6,1;7,3;1,2;0,22;42,7;4,6;292;18,9;57,35;0;231;0;1,6
5/01/2024 18:00;34,9;18,2;1;10,3;11,3;1,4;0,32;30,7;3,8;305;16,9;67,42;0;41;0;1,9
5/01/2024 19:00;26,7;12,6;0,4;10,1;10,5;1,4;0,3;25,9;2,7;331;15,6;73,72;0;0;0;1,8
5/01/2024 20:00;30,2;9;0,4;11,6;12,1;1,2;0,34;22;2,5;320;15,2;75,63;0;0;0;1,8
5/01/2024 21:00;25,3;18,9;0,6;17,7;18,3;1,5;0,44;13,4;2,4;329;15,2;75,33;0;0;0;2,5
5/01/2024 22:00;30,9;21,4;1,5;23,3;24,7;2,2;0,55;6,7;2,6;330;15,2;74,42;0;0;0;3,5
5/01/2024 23:00;42,1;16,1;1,6;20;21,6;2,1;0,49;8,8;2,4;328;14,8;78,27;0;0;0;3,1
6/01/2024 0:00;46;11,5;0,7;15,1;15,9;1,7;0,37;13,1;2,8;297;14,4;72,74;0;0;0;2,4
6/01/2024 1:00;35,1;14,3;1;13,7;14,7;0,9;0,33;8,2;0,9;333;12;77,11;0;0;0;2,1
6/01/2024 2:00;25,2;17,7;2,5;13,1;15,6;0,7;0,34;4,1;0,8;323;9,9;73,58;0;0;0;1,8
6/01/2024 3:00;27,4;16,4;2,2;13,3;15,5;0,9;0,26;3,8;1,5;5;9,5;81,82;0;0;0;1,7
6/01/2024 4:00;28;12,3;1,1;11,6;12,7;0,8;0,18;5,9;1,1;350;9,2;84,03;0;0;0;1,3
6/01/2024 5:00;20,7;8,9;6,8;11,9;18,7;0,5;0,25;2,2;1,2;297;8,4;90,05;0;0;0;1,6
6/01/2024 6:00;22,4;11,5;16,4;12,7;29,1;0,3;0,33;0,9;0,7;280;8,3;88,43;0;0;0;2,8
6/01/2024 7:00;23,7;14,7;31,3;12,3;43,6;0,3;0,61;1,5;1,1;291;8,4;83,53;0;37;0;4,8
6/01/2024 8:00;29,8;19,3;30,8;16,3;47,2;0,8;0,75;5,8;0,8;353;13,7;78,62;0;210;0;5,9
6/01/2024 9:00;45,2;33,2;21,6;20,1;41,7;1,5;0,76;15,9;1,6;30;18,4;52,4;0;433;0;5,7
6/01/2024 10:00;43,9;25,7;11,6;19,9;31,5;1,2;0,64;31,4;1,1;26;20,3;39,42;0;627;0;4,5
6/01/2024 11:00;34,1;21,3;6,8;15,9;22,7;0,8;0,49;41,8;1,8;306;23;28,39;0;768;0;3,2
6/01/2024 12:00;34,6;15,2;3,2;9,7;12,9;0,5;0,31;43,6;1;237;23,6;24,24;0;829;0;1,9
6/01/2024 13:00;37,7;10,8;1,4;3,8;5,2;0,1;0,14;27,1;2,8;135;24,3;20,99;0;881;0;0,6
6/01/2024 14:00;29;12,4;1;2,2;3,2;0,1;0,09;25,4;2,9;146;24,5;20,88;0;805;0;0,3
6/01/2024 15:00;20,5;11,7;1,4;2,6;4;0,2;0,13;24,5;2,7;182;24,4;25,09;0;684;0;0,6
6/01/2024 16:00;18,3;11,7;1,2;2,5;3,6;0,2;0,12;25,4;3;138;22,9;31,28;0;487;0;0,7
6/01/2024 17:00;15,6;8,8;1,2;3;4,2;0,2;0,13;23,8;2,9;165;21;34,4;0;280;0;0,6
6/01/2024 18:00;10,9;6,1;0,6;3,1;3,8;0,2;0,14;24;1,5;81;18,6;41,65;0;61;0;0,7
6/01/2024 19:00;7,6;4,4;0,2;2,9;3,1;0,3;0,13;23,7;2,1;118;16,8;49,43;0;0;0;0,7
6/01/2024 20:00;5,8;3,2;0,5;6,8;7,3;0,4;0,22;18,1;2,1;148;15,4;54,52;0;0;0;1
6/01/2024 21:00;4,6;2,4;1,2;9,7;10,9;0,5;0,25;14,5;0,1;226;13,4;63,24;0;0;0;1,1
6/01/2024 22:00;8,9;1,9;3,2;13,5;16,7;0,4;0,39;6,7;0,2;319;11,7;70,78;0;0;0;1,5
6/01/2024 23:00;7;1,9;8,2;17,8;26;0,4;0,54;1,1;0,8;3;9,7;73,11;0;0;0;1,9
7/01/2024 0:00;11,8;2,1;17,7;18,3;36,1;0,4;0,66;1;0,6;279;8,9;69,77;0;0;0;2,1
7/01/2024 1:00;13,7;3,6;22,8;18,3;41,1;0,6;0,75;1,1;1,2;340;8,1;71,45;0;0;0;3
7/01/2024 2:00;23,9;4,2;18,7;16,7;35,5;0,6;0,66;0,8;0,9;320;7,7;81,54;0;0;0;2,3
7/01/2024 3:00;20,9;7,4;24,4;14,7;39;0,5;0,7;1;1;291;7,2;84,67;0;0;0;2,7
7/01/2024 4:00;21,5;6,6;20,6;14;34,6;0,5;0,61;1,3;0,9;33;7,3;86,43;0;0;0;2,6
7/01/2024 5:00;23,9;7,4;6,5;11,6;18,1;0,5;0,31;2,9;1,2;26;7,8;84,8;0;0;0;1,5
7/01/2024 6:00;21,7;10,5;11,4;12,5;23,9;0,3;0,35;0,8;1,2;283;6,9;83,57;0;0;0;2
7/01/2024 7:00;18,9;10,4;32,3;11,6;43,9;0,4;0,63;1,3;1,1;281;7;82,85;0;36;0;3,8
7/01/2024 8:00;30,6;8,5;25,6;13,1;38,7;1,5;0,64;7,9;0,4;349;15,2;61,1;0;232;0;4,4
7/01/2024 9:00;37,4;11,5;10,9;11,3;22,1;1,1;0,46;18,8;1,3;336;19,3;41,92;0;450;0;2,4
7/01/2024 10:00;40,5;21,4;3,7;5;8,7;0,6;0,25;25,8;0,7;323;20,7;37,48;0;640;0;0,9
7/01/2024 11:00;33,7;22,3;1,7;3;4,7;0,5;0,21;25,9;0,2;105;22;35,97;0;781;0;0,7
7/01/2024 12:00;30,1;17,1;1,1;2;3,1;0,6;0,19;21,1;2,9;133;21,8;39,23;0;767;0;0,5
7/01/2024 13:00;25,7;16,1;0,9;1,7;2,6;0,7;0,19;19,8;3;135;21,2;43,74;0;613;0;0,5
7/01/2024 14:00;0;25,3;0,8;1,5;2,4;0,7;0,19;20;2,3;151;21;44,05;0;502;0;0,5
7/01/2024 15:00;0;23,3;1,3;2,4;3,6;0,7;0,22;20,2;2,3;173;21;44,52;0;441;0;0,6
7/01/2024 16:00;0;17,5;1;1,9;2,9;0,8;0,2;21,8;2,7;159;21,6;41,44;0;484;0;0,5
7/01/2024 17:00;0;13,4;0,7;1,7;2,4;0,8;0,19;22,7;2,4;147;20,1;45,08;0;300;0;0,6
7/01/2024 18:00;0;13,3;0,7;2,8;3,5;0,9;0,22;20,2;2,4;147;17,7;53,63;0;63;0;0,6
7/01/2024 19:00;0;9,8;0,5;4,7;5,2;0,9;0,26;17;1,6;155;15,4;61,31;0;0;0;0,7
7/01/2024 20:00;0;6,8;0,5;5,5;5,9;0,9;0,28;15,3;0,7;206;14,1;68,27;0;0;0;0,9
7/01/2024 21:00;0;4,7;0,4;4,6;5;0,9;0,24;18,1;0,8;43;13,7;65,97;0;0;0;0,6
7/01/2024 22:00;7,2;3,4;5,8;14,4;20,2;0,9;0,47;4,4;0,5;149;12,4;72,5;0;0;0;1,3
7/01/2024 23:00;11,6;2,9;17,2;17,3;34,5;1,1;0,68;1,3;1,4;343;11,6;77,64;0;0;0;2,9
8/01/2024 0:00;13,1;3,1;3,7;12,6;16,3;1,3;0,41;4,1;1,9;347;10,6;81,42;0;0;0;1,6
8/01/2024 1:00;19,4;3,6;7,2;13,3;20,6;1,1;0,41;1,1;0,6;298;9,3;85,37;0;0;0;1,7
8/01/2024 2:00;14,3;3,6;5,2;12,8;18;1,2;0,34;1,7;0,5;47;9,3;87,63;0;0;0;1,6
8/01/2024 3:00;21,1;6,9;4,9;11,3;16,2;0,7;0,27;1,1;1;248;8,9;88,44;0;0;0;1,6
8/01/2024 4:00;22,8;6,5;7;10,8;17,8;0,6;0,3;0,7;1,1;341;8,3;89,53;0;0;0;1,7
8/01/2024 5:00;17,6;9,4;12,2;10,9;23,1;0,5;0,33;0,9;1,2;308;8;90,08;0;0;0;1,8
8/01/2024 6:00;21,1;7,5;18,8;10,4;29,1;0,5;0,33;0,7;1,2;284;7,6;89,26;0;0;0;2,3
8/01/2024 7:00;20,6;13,7;34,9;10,3;45,2;0,7;0,57;1,5;0,6;268;8;79,7;0;44;0;3,7
8/01/2024 8:00;25,9;14,5;43,9;17,2;61,1;2,1;0,81;4;1,5;11;13,5;82,2;0;199;0;6,3
8/01/2024 9:00;49,2;24,9;19,4;16,6;36;4;0,54;15,3;1,6;327;18,4;52,15;0;430;0;4,6
8/01/2024 10:00;48,4;30,8;6,9;9;15,9;2,3;0,31;25,9;1,5;312;19,8;44,28;0;573;0;2,3
8/01/2024 11:00;37;25,2;2,6;5,1;7,8;1,3;0,2;33;1,8;25;20,4;42,81;0;753;0;1,3
8/01/2024 12:00;37,1;18,1;1,1;2,6;3,7;0,8;0,13;27,8;1,3;113;22,3;37,46;0;872;0;0,6
8/01/2024 13:00;42,2;16,1;1;1,8;2,8;0,7;0,12;25,3;1,5;259;23,3;31,9;0;863;0;0,3
8/01/2024 14:00;30,5;14,6;1,3;2;3,2;0,7;0,11;22,8;3;247;23,6;29,43;0;769;0;0,3
8/01/2024 15:00;22,4;22;1;1,8;2,8;0,8;0,12;26,1;2,7;250;24;30,1;0;691;0;0,5
8/01/2024 16:00;16,8;16,8;1,8;4,5;6,3;1,8;0,26;36,9;4,7;291;22,3;47,77;0;510;0;1,5
8/01/2024 17:00;0;17,4;1,3;3,8;5,1;1,7;0,22;31,8;5,1;314;18,9;60,61;0;285;0;1,3
8/01/2024 18:00;19,9;12;0,9;4,6;5,5;1,4;0,22;25,4;3,6;303;17,2;62,74;0;72;0;1
8/01/2024 19:00;16,3;8,3;0,8;8,3;9;1,3;0,27;16,6;2,8;319;15,2;65,98;0;0;0;1,4
8/01/2024 20:00;11,3;5,8;0,8;10,2;11;1,2;0,29;10,5;0,6;75;12,6;75,88;0;0;0;1,4
8/01/2024 21:00;11,1;4,1;1,4;11,9;13,3;1,1;0,35;7,1;0,5;276;11,2;84,02;0;0;0;1,5
8/01/2024 22:00;8,3;3;7,6;15,6;23,2;1;0,49;1,1;1,1;237;10;86,38;0;0;0;2,1
8/01/2024 23:00;12,8;2,3;19;16,3;35,3;0,9;0,69;0,9;1,3;249;9,3;87,03;0;0;0;2,3
9/01/2024 0:00;25,7;1,8;37,1;14,8;51,9;0,9;0,99;0,9;1,4;271;8,7;88,05;0;0;0;1,8
9/01/2024 1:00;24,3;2,7;17;13,5;30,4;0,5;0,58;1,7;0,4;82;8,6;87,94;0;0;0;2,6
9/01/2024 2:00;23,8;2,9;14,9;13,1;28;0,4;0,53;0,8;1;263;8,4;87,38;0;0;0;2,6
9/01/2024 3:00;18,1;6,2;15,5;13,9;29,4;0,4;0,52;0,7;0,6;281;8,4;89,02;0;0;0;3,1
9/01/2024 4:00;25,2;5,9;15,1;12;27,1;0,3;0,36;0,6;1,4;280;7,9;88,85;0;0;0;3
9/01/2024 5:00;18,6;5,6;19;10,5;29,5;0,2;0,38;0,8;1,4;283;7,5;87,02;0;0;0;3,7
9/01/2024 6:00;26,8;9,1;32,9;11;43,9;0,3;0,47;1;1;253;7,4;85,23;0;0;0,1;5,6
9/01/2024 7:00;24;10;55,9;11,7;67,6;0,4;0,76;1,1;0,9;314;7,7;78,1;0;36;0;8,8
9/01/2024 8:00;28,3;19,7;51,9;17,2;69,1;1,4;1,1;3,4;1,8;31;13,1;82,43;0;212;0;9,3
9/01/2024 9:00;42,6;32;43,7;25,2;68,9;3;1,18;8,9;0,9;71;17,5;56,29;0;432;0;8,8
9/01/2024 10:00;56,9;25,1;20,9;22;42,9;2,6;0,77;22,1;1;340;20,3;43,86;0;620;0;6,5
9/01/2024 11:00;46,5;38,4;9,3;16;25,3;1,7;0,56;32,8;0,5;7;21,6;38,9;0;741;0;4,2
9/01/2024 12:00;55,7;27,6;4,7;9,5;14,1;0,9;0,36;26,6;1,8;245;23,2;34,89;0;790;0;2,6
9/01/2024 13:00;57,2;23;1,8;2,7;4,6;0,5;0,18;19,7;3,5;241;23,8;31,99;0;760;0;0,6
9/01/2024 14:00;40,6;20,4;2;4,4;6,4;0,7;0,23;21,9;2,5;272;21,9;39,57;0;260;0;0,9
9/01/2024 15:00;30,1;14,3;2,3;9,5;11,8;1,6;0,34;32,4;4;308;19,5;58,19;0;146;0;3,1
9/01/2024 16:00;37,8;10,7;2,6;10;12,6;1,6;0,34;28,5;2,4;324;20,3;52,76;0;159;0;3
9/01/2024 17:00;31,2;9,9;2,9;10,5;13,4;1,6;0,37;26,1;3;324;19,8;57,81;0;161;0;3,1
9/01/2024 18:00;42,4;18,4;1,8;6,5;8,3;0,9;0,28;15,8;1,7;182;18,8;49,65;0;86;0;0,9
9/01/2024 19:00;30,8;12,9;2;17,5;19,5;1,4;0,6;9,3;3;352;15,8;74,05;0;0;0;3,3
9/01/2024 20:00;34,3;8,9;1,7;18,3;20;1,3;0,58;4,6;1,8;21;14,2;79,94;0;0;0;3,4
9/01/2024 21:00;26,9;7,8;7,6;22,5;30;1,5;0,72;0,8;1,6;346;13,5;81,64;0;0;0;4,4
9/01/2024 22:00;32,9;10,7;18,3;22,2;40,6;1,2;0,71;0,8;1,3;338;12,4;83,85;0;0;0;4,5
